,▶ -> ▶,▶ -> Create Fine,Create Fine -> Send Fine,Send Fine -> ■,■ -> ■,Send Fine -> Insert Fine Notification,Insert Fine Notification -> Add penalty,Add penalty -> Send for Credit Collection,Send for Credit Collection -> ■,Add penalty -> Payment,Payment -> ■,Insert Fine Notification -> Insert Date Appeal to Prefecture,Insert Date Appeal to Prefecture -> Add penalty,Add penalty -> Send Appeal to Prefecture,Send Appeal to Prefecture -> ■,Create Fine -> Payment,Payment -> Payment,Add penalty -> Insert Date Appeal to Prefecture,Insert Date Appeal to Prefecture -> Send Appeal to Prefecture,Payment -> Send for Credit Collection,Send Appeal to Prefecture -> Receive Result Appeal from Prefecture,Receive Result Appeal from Prefecture -> Notify Result Appeal to Offender,Notify Result Appeal to Offender -> Payment,Send Fine -> Payment,Insert Fine Notification -> Payment,Payment -> Add penalty,Payment -> Send Fine,Notify Result Appeal to Offender -> Appeal to Judge,Appeal to Judge -> ■,Send Appeal to Prefecture -> Add penalty,Add penalty -> Receive Result Appeal from Prefecture,Notify Result Appeal to Offender -> Send for Credit Collection,Insert Fine Notification -> Appeal to Judge,Appeal to Judge -> Add penalty,Send Fine -> Insert Date Appeal to Prefecture,Add penalty -> ■,Appeal to Judge -> Payment,Add penalty -> Appeal to Judge,Notify Result Appeal to Offender -> ■,▶ -> Send for Credit Collection,Receive Result Appeal from Prefecture -> ■,Payment -> Insert Fine Notification,▶ -> Payment
2008-12-10 00:00:00+00:00,3,3,1,140,161,437,13,10,0,7,21,0,0,1,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-11 00:00:00+00:00,7,7,1,0,15,0,11,0,0,0,15,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-12 00:00:00+00:00,10,10,0,0,16,0,2,4,0,2,16,1,3,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-13 00:00:00+00:00,12,12,2,0,5,1,18,6,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-14 00:00:00+00:00,7,7,0,0,1,0,20,1,0,3,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-15 00:00:00+00:00,38,38,0,0,34,0,9,3,0,1,19,0,0,0,15,7,2,0,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-16 00:00:00+00:00,41,41,28,0,14,0,1,23,0,17,14,0,2,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2008-12-17 00:00:00+00:00,65,65,22,0,20,0,1,20,0,10,20,0,1,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-18 00:00:00+00:00,42,42,49,0,19,0,9,0,0,0,19,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-19 00:00:00+00:00,51,51,30,0,17,0,19,56,0,29,17,0,5,3,0,12,1,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-20 00:00:00+00:00,34,34,39,0,11,0,32,21,0,10,11,1,1,0,0,12,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-21 00:00:00+00:00,30,30,22,0,2,0,4,10,0,4,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-22 00:00:00+00:00,45,45,19,0,23,0,142,2,0,1,23,10,4,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2008-12-23 00:00:00+00:00,21,21,37,0,28,0,44,1,0,1,28,4,2,2,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-24 00:00:00+00:00,0,0,12,0,9,1,11,3,0,2,9,3,0,0,0,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-25 00:00:00+00:00,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-26 00:00:00+00:00,29,29,0,0,0,0,0,27,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-27 00:00:00+00:00,16,16,19,0,9,0,5,76,0,35,9,4,0,2,0,10,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-28 00:00:00+00:00,21,21,8,0,3,0,3,18,0,18,3,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-29 00:00:00+00:00,20,20,11,0,17,1,15,31,0,15,17,0,3,0,0,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-30 00:00:00+00:00,10,10,12,0,25,0,22,29,0,13,25,0,0,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-31 00:00:00+00:00,0,0,6,0,12,0,6,3,0,3,11,1,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-01 00:00:00+00:00,4,4,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-02 00:00:00+00:00,7,7,1,0,7,0,50,6,0,3,7,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-03 00:00:00+00:00,33,33,3,180,186,395,6,7,0,4,6,2,0,1,0,4,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2009-01-04 00:00:00+00:00,16,16,19,0,0,1,0,11,0,6,0,0,0,1,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009-01-05 00:00:00+00:00,11,11,10,0,16,0,1,10,0,2,16,0,1,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-06 00:00:00+00:00,22,22,8,0,0,2,9,35,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-07 00:00:00+00:00,25,25,15,0,10,1,5,30,0,5,10,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-08 00:00:00+00:00,41,41,21,0,15,0,3,6,0,2,15,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-09 00:00:00+00:00,30,30,25,0,12,0,4,16,0,2,12,0,0,0,0,16,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-10 00:00:00+00:00,27,27,20,0,8,0,86,13,0,7,8,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-11 00:00:00+00:00,23,23,13,0,3,0,0,12,0,1,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-12 00:00:00+00:00,29,29,15,0,21,0,57,6,0,8,21,3,1,0,0,8,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-13 00:00:00+00:00,15,15,25,0,19,0,50,7,0,1,19,4,0,3,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-14 00:00:00+00:00,30,30,8,157,173,387,18,10,0,1,16,2,1,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009-01-15 00:00:00+00:00,31,31,19,0,20,0,13,0,0,1,20,2,1,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-16 00:00:00+00:00,29,29,23,0,14,0,5,22,0,5,14,2,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009-01-17 00:00:00+00:00,11,11,18,0,9,0,2,17,0,3,9,0,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-18 00:00:00+00:00,46,46,6,0,0,0,1,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-19 00:00:00+00:00,10,10,26,0,18,1,3,5,0,2,18,0,2,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009-01-20 00:00:00+00:00,22,22,4,0,2,0,78,7,0,2,2,1,7,1,0,6,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-21 00:00:00+00:00,21,21,15,0,12,1,23,14,0,4,12,1,4,3,0,7,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009-01-22 00:00:00+00:00,38,38,12,0,14,0,52,2,0,0,14,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2009-01-23 00:00:00+00:00,19,19,23,4,27,22,60,5,0,1,23,1,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-24 00:00:00+00:00,36,36,16,0,6,0,60,37,0,13,6,1,0,4,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2009-01-25 00:00:00+00:00,23,23,12,0,3,1,6,44,0,18,3,0,0,4,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-26 00:00:00+00:00,12,12,15,0,19,2,44,21,0,10,19,2,0,4,0,8,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2009-01-27 00:00:00+00:00,38,38,7,0,16,0,19,12,0,4,16,4,1,1,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-28 00:00:00+00:00,19,19,25,0,14,12,51,7,0,5,14,1,2,0,0,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-29 00:00:00+00:00,32,32,8,0,17,1,7,2,0,0,17,2,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009-01-30 00:00:00+00:00,23,23,21,0,33,1,34,1,0,3,11,1,3,0,22,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-31 00:00:00+00:00,31,31,19,0,8,0,29,1,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-01 00:00:00+00:00,15,15,17,0,0,2,11,22,0,8,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2009-02-02 00:00:00+00:00,14,14,10,0,21,0,19,30,0,9,21,0,1,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-03 00:00:00+00:00,15,15,9,0,16,1,17,30,0,13,16,0,2,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-04 00:00:00+00:00,27,27,9,0,15,2,2,24,0,6,15,0,1,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-05 00:00:00+00:00,31,31,15,0,17,0,22,16,0,6,17,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-06 00:00:00+00:00,20,20,17,0,12,0,11,9,0,1,12,0,3,0,0,14,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-07 00:00:00+00:00,20,20,14,0,8,2,13,9,0,2,8,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-08 00:00:00+00:00,29,29,10,0,1,0,10,8,0,5,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-09 00:00:00+00:00,30,30,15,0,25,2,5,7,0,4,15,0,2,0,10,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009-02-10 00:00:00+00:00,33,33,20,0,10,2,5,1,0,1,10,0,3,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009-02-11 00:00:00+00:00,23,23,20,0,10,1,1,13,0,5,10,0,0,0,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-12 00:00:00+00:00,12,12,16,0,13,0,2,16,0,4,13,0,0,0,0,7,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-13 00:00:00+00:00,41,41,6,0,17,0,2,6,0,3,17,0,1,0,0,6,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-14 00:00:00+00:00,35,35,30,0,9,0,0,1,0,0,9,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-15 00:00:00+00:00,32,32,17,0,1,0,0,1,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-16 00:00:00+00:00,21,21,26,0,26,0,1,4,0,5,26,0,0,1,0,6,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-17 00:00:00+00:00,13,13,16,0,18,0,1,15,0,4,18,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009-02-18 00:00:00+00:00,18,18,7,0,9,0,0,21,0,11,9,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009-02-19 00:00:00+00:00,35,35,13,0,15,0,1,2,0,2,14,0,0,0,0,5,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-20 00:00:00+00:00,28,28,24,0,16,0,0,97,0,46,16,0,5,8,0,11,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009-02-21 00:00:00+00:00,30,30,23,0,7,1,1,31,0,13,7,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-22 00:00:00+00:00,21,21,19,0,0,0,0,9,0,2,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-23 00:00:00+00:00,42,42,15,0,14,1,1,2,0,0,14,0,3,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-24 00:00:00+00:00,36,36,30,0,14,1,1,0,0,0,14,0,1,0,0,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-25 00:00:00+00:00,38,38,27,0,6,0,0,3,0,2,6,0,0,3,0,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-26 00:00:00+00:00,36,36,25,0,9,1,1,3,0,0,9,0,1,0,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009-02-27 00:00:00+00:00,36,36,28,0,18,0,0,11,0,4,18,0,0,0,0,8,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-28 00:00:00+00:00,1,1,27,0,7,3,3,16,0,6,7,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-01 00:00:00+00:00,57,57,1,0,0,1,1,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-02 00:00:00+00:00,21,21,44,0,11,4,3,46,0,0,11,1,1,0,0,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009-03-03 00:00:00+00:00,27,27,16,0,12,0,1,50,0,0,11,0,2,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-04 00:00:00+00:00,8,8,19,0,14,0,0,5,0,1,14,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2009-03-05 00:00:00+00:00,12,12,5,0,13,1,1,0,0,0,13,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009-03-06 00:00:00+00:00,23,23,10,0,34,0,0,1,0,0,10,0,0,0,24,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2009-03-07 00:00:00+00:00,38,38,15,0,2,1,1,8,0,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-08 00:00:00+00:00,30,30,20,0,2,0,0,5,0,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-09 00:00:00+00:00,29,29,22,0,19,0,0,2,0,0,18,0,1,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009-03-10 00:00:00+00:00,91,91,23,0,22,1,0,3,0,1,21,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2009-03-11 00:00:00+00:00,26,26,38,0,13,1,1,78,0,8,12,0,1,5,0,53,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2009-03-12 00:00:00+00:00,38,38,13,0,21,0,0,0,0,0,21,0,1,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009-03-13 00:00:00+00:00,47,47,26,0,14,2,1,48,0,8,14,0,1,1,0,12,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2009-03-14 00:00:00+00:00,57,57,28,0,9,0,0,41,0,9,9,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-15 00:00:00+00:00,41,41,22,0,1,1,0,14,0,4,1,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-16 00:00:00+00:00,29,29,22,0,28,0,0,13,0,0,28,0,0,1,0,19,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009-03-17 00:00:00+00:00,16,16,23,0,20,0,0,4,0,1,20,0,1,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-18 00:00:00+00:00,33,33,12,0,19,0,1,2,0,0,19,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2009-03-19 00:00:00+00:00,41,41,22,0,20,2,2,1,0,0,19,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009-03-20 00:00:00+00:00,61,61,30,0,15,1,2,2,0,1,15,0,1,0,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2009-03-21 00:00:00+00:00,43,43,43,0,13,2,2,68,0,10,13,0,1,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-22 00:00:00+00:00,40,40,26,0,3,0,0,20,0,2,2,0,0,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-23 00:00:00+00:00,43,43,27,0,33,1,1,48,0,6,32,0,0,1,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-24 00:00:00+00:00,40,40,20,0,14,1,1,56,0,4,14,0,2,1,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-25 00:00:00+00:00,44,44,22,0,29,1,1,49,0,10,29,0,0,1,0,18,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009-03-26 00:00:00+00:00,50,50,24,0,15,0,1,6,0,0,15,0,1,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-27 00:00:00+00:00,29,29,37,0,22,2,1,37,0,6,22,1,0,1,0,13,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
2009-03-28 00:00:00+00:00,27,27,21,0,7,0,0,15,0,4,7,0,0,3,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-29 00:00:00+00:00,35,35,19,0,0,2,2,48,0,3,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-30 00:00:00+00:00,43,43,22,0,8851,1,1,5,8818,2,33,0,0,2,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-31 00:00:00+00:00,21,21,26,0,17,0,0,31,0,2,17,0,0,1,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-01 00:00:00+00:00,43,43,17,160,174,404,0,28,0,1,14,0,0,0,0,4,2,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-02 00:00:00+00:00,48,48,25,0,16,1,1,10,0,1,16,0,0,0,0,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009-04-03 00:00:00+00:00,52,52,39,0,19,0,0,18,0,1,19,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-04 00:00:00+00:00,52,52,33,0,7,2,3,17,0,0,7,0,0,0,0,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-05 00:00:00+00:00,18,18,28,0,2,1,1,2,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-06 00:00:00+00:00,26,26,13,0,19,0,24,21,0,1,19,1,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-07 00:00:00+00:00,32,32,14,0,14,0,78,11,0,0,14,9,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009-04-08 00:00:00+00:00,36,36,19,0,16,2,49,11,0,2,16,5,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2009-04-09 00:00:00+00:00,35,35,24,0,32,0,39,10,0,0,15,2,0,0,17,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-10 00:00:00+00:00,48,48,22,0,16,1,23,5,0,0,16,2,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009-04-11 00:00:00+00:00,4,4,28,0,10,0,16,5,0,0,10,1,0,0,0,20,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-12 00:00:00+00:00,37,37,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-13 00:00:00+00:00,28,28,11,0,1,0,0,1,0,1,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-14 00:00:00+00:00,14,14,17,0,20,0,7,2,0,0,20,0,0,0,0,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-15 00:00:00+00:00,24,24,8,0,14,0,5,0,0,0,14,1,0,0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2009-04-16 00:00:00+00:00,29,29,16,0,12,0,5,0,0,0,12,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
